"","Arctic_SRES B1","Arctic_SRES A1B","Arctic_SRES A2","North Pacific_SRES B1","North Pacific_SRES A1B","North Pacific_SRES A2","Northwest Interior Forest North_SRES B1","Northwest Interior Forest North_SRES A1B","Northwest Interior Forest North_SRES A2","Northwest Interior Forest South_SRES B1","Northwest Interior Forest South_SRES A1B","Northwest Interior Forest South_SRES A2","Western Alaska_SRES B1","Western Alaska_SRES A1B","Western Alaska_SRES A2","Alaska_SRES B1","Alaska_SRES A1B","Alaska_SRES A2"
"1",-0.0869990224828934,-0.197884458909683,-0.366818625854771,-0.0178147268408552,-0.0617577197149642,-0.0997624703087886,0.0943602767317628,0.013306778140115,-0.153625599159535,0.0291552532980699,-0.079593378233776,-0.261856059414042,-0.12273121883265,-0.251181102362205,-0.293021003571212,0.016267409470752,-0.0837490534942764,-0.217965565627993
"5",0.663290254977296,0.498426756788253,0.186328170490276,-0.017211703958692,-0.0722891566265059,-0.103270223752151,0.138500463334132,0.0427275479419162,-0.108163860643441,0.0375555151546632,-0.0739451257534816,-0.244603195220158,0.0601611806971551,-0.116055846422339,-0.1625009702709,0.120608995403808,-0.00260856616155647,-0.136424507052371
"2",1.27397260273973,2.38421955403087,4.31202789076118,0.209090909090909,0.87037037037037,1.31192660550459,-0.0378932171402232,0.0298970685398336,0.153703430115844,-0.0471715702725883,0.241804959910498,0.698926334625708,0.346209474644534,0.634042174570691,0.736560215125453,0.0252431467836141,0.151817876498983,0.312547753919115
"3",-0.0832788802146026,-0.102133333333333,-0.142971472828192,0,-0.0127070301742792,-0.00508805748980423,-0.714176127646517,-0.726658995013425,-0.700238333205197,-0.461168639053254,-0.497208783029401,-0.463532025175861,0.0655469678953626,0.0813468414779499,0.0955636471724752,-0.136116201908992,-0.15182460852552,-0.179735977198031
"4",0.02051939145657,0.0418116895998268,0.0894871124494008,0,0,0,-0.251371900826446,-0.176888946887642,-0.131748749012378,0.0104965383756421,0.0178425395881348,0.015485407980941,-0.113437602981064,-0.0956109675130505,-0.0983938966382508,-0.0538927418276303,-0.0321199306917844,-0.0108066825775656
