"","Scenario","Location","Vegetation","Year","Decade","Avg"
"1","SRES B1","Alaska","Black Spruce",2009,2000,179500
"2","SRES B1","Alaska","Black Spruce",2010,2010,180411
"3","SRES B1","Alaska","Black Spruce",2011,2010,180982
"4","SRES B1","Alaska","Black Spruce",2012,2010,182063
"5","SRES B1","Alaska","Black Spruce",2013,2010,183142
"6","SRES B1","Alaska","Black Spruce",2014,2010,183986
"7","SRES B1","Alaska","Black Spruce",2015,2010,184889
"8","SRES B1","Alaska","Black Spruce",2016,2010,183161
"9","SRES B1","Alaska","Black Spruce",2017,2010,182712
"10","SRES B1","Alaska","Black Spruce",2018,2010,183743
"11","SRES B1","Alaska","Black Spruce",2019,2010,183985
"12","SRES B1","Alaska","Black Spruce",2020,2020,184020
"13","SRES B1","Alaska","Black Spruce",2021,2020,184950
"14","SRES B1","Alaska","Black Spruce",2022,2020,185534
"15","SRES B1","Alaska","Black Spruce",2023,2020,185678
"16","SRES B1","Alaska","Black Spruce",2024,2020,183633
"17","SRES B1","Alaska","Black Spruce",2025,2020,184091
"18","SRES B1","Alaska","Black Spruce",2026,2020,183689
"19","SRES B1","Alaska","Black Spruce",2027,2020,184108
"20","SRES B1","Alaska","Black Spruce",2028,2020,185078
"21","SRES B1","Alaska","Black Spruce",2029,2020,185095
"22","SRES B1","Alaska","Black Spruce",2030,2030,186293
"23","SRES B1","Alaska","Black Spruce",2031,2030,187339
"24","SRES B1","Alaska","Black Spruce",2032,2030,187766
"25","SRES B1","Alaska","Black Spruce",2033,2030,184055
"26","SRES B1","Alaska","Black Spruce",2034,2030,182717
"27","SRES B1","Alaska","Black Spruce",2035,2030,183253
"28","SRES B1","Alaska","Black Spruce",2036,2030,183965
"29","SRES B1","Alaska","Black Spruce",2037,2030,184808
"30","SRES B1","Alaska","Black Spruce",2038,2030,184640
"31","SRES B1","Alaska","Black Spruce",2039,2030,184365
"32","SRES B1","Alaska","Black Spruce",2040,2040,184618
"33","SRES B1","Alaska","Black Spruce",2041,2040,185738
"34","SRES B1","Alaska","Black Spruce",2042,2040,186652
"35","SRES B1","Alaska","Black Spruce",2043,2040,187226
"36","SRES B1","Alaska","Black Spruce",2044,2040,188170
"37","SRES B1","Alaska","Black Spruce",2045,2040,188416
"38","SRES B1","Alaska","Black Spruce",2046,2040,188879
"39","SRES B1","Alaska","Black Spruce",2047,2040,189776
"40","SRES B1","Alaska","Black Spruce",2048,2040,190141
"41","SRES B1","Alaska","Black Spruce",2049,2040,188597
"42","SRES B1","Alaska","Black Spruce",2050,2050,189603
"43","SRES B1","Alaska","Black Spruce",2051,2050,189890
"44","SRES B1","Alaska","Black Spruce",2052,2050,190569
"45","SRES B1","Alaska","Black Spruce",2053,2050,189598
"46","SRES B1","Alaska","Black Spruce",2054,2050,190132
"47","SRES B1","Alaska","Black Spruce",2055,2050,191182
"48","SRES B1","Alaska","Black Spruce",2056,2050,190091
"49","SRES B1","Alaska","Black Spruce",2057,2050,190871
"50","SRES B1","Alaska","Black Spruce",2058,2050,191681
"51","SRES B1","Alaska","Black Spruce",2059,2050,191332
"52","SRES B1","Alaska","Black Spruce",2060,2060,192282
"53","SRES B1","Alaska","Black Spruce",2061,2060,192700
"54","SRES B1","Alaska","Black Spruce",2062,2060,193974
"55","SRES B1","Alaska","Black Spruce",2063,2060,193232
"56","SRES B1","Alaska","Black Spruce",2064,2060,193980
"57","SRES B1","Alaska","Black Spruce",2065,2060,194839
"58","SRES B1","Alaska","Black Spruce",2066,2060,196159
"59","SRES B1","Alaska","Black Spruce",2067,2060,193742
"60","SRES B1","Alaska","Black Spruce",2068,2060,192522
"61","SRES B1","Alaska","Black Spruce",2069,2060,192555
"62","SRES B1","Alaska","Black Spruce",2070,2070,193963
"63","SRES B1","Alaska","Black Spruce",2071,2070,193459
"64","SRES B1","Alaska","Black Spruce",2072,2070,192908
"65","SRES B1","Alaska","Black Spruce",2073,2070,192977
"66","SRES B1","Alaska","Black Spruce",2074,2070,188439
"67","SRES B1","Alaska","Black Spruce",2075,2070,188328
"68","SRES B1","Alaska","Black Spruce",2076,2070,187305
"69","SRES B1","Alaska","Black Spruce",2077,2070,184825
"70","SRES B1","Alaska","Black Spruce",2078,2070,183752
"71","SRES B1","Alaska","Black Spruce",2079,2070,185169
"72","SRES B1","Alaska","Black Spruce",2080,2080,186489
"73","SRES B1","Alaska","Black Spruce",2081,2080,186793
"74","SRES B1","Alaska","Black Spruce",2082,2080,187463
"75","SRES B1","Alaska","Black Spruce",2083,2080,188262
"76","SRES B1","Alaska","Black Spruce",2084,2080,187735
"77","SRES B1","Alaska","Black Spruce",2085,2080,188830
"78","SRES B1","Alaska","Black Spruce",2086,2080,187193
"79","SRES B1","Alaska","Black Spruce",2087,2080,187235
"80","SRES B1","Alaska","Black Spruce",2088,2080,188081
"81","SRES B1","Alaska","Black Spruce",2089,2080,185468
"82","SRES B1","Alaska","Black Spruce",2090,2090,186337
"83","SRES B1","Alaska","Black Spruce",2091,2090,187262
"84","SRES B1","Alaska","Black Spruce",2092,2090,187726
"85","SRES B1","Alaska","Black Spruce",2093,2090,185568
"86","SRES B1","Alaska","Black Spruce",2094,2090,184364
"87","SRES B1","Alaska","Black Spruce",2095,2090,185468
"88","SRES B1","Alaska","Black Spruce",2096,2090,185533
"89","SRES B1","Alaska","Black Spruce",2097,2090,183633
"90","SRES B1","Alaska","Black Spruce",2098,2090,184862
"91","SRES B1","Alaska","Black Spruce",2099,2090,183147
"92","SRES B1","Alaska","Black Spruce",2100,2100,182420
"93","SRES B1","Alaska","Deciduous",2009,2000,303726
"94","SRES B1","Alaska","Deciduous",2010,2010,302108
"95","SRES B1","Alaska","Deciduous",2011,2010,301140
"96","SRES B1","Alaska","Deciduous",2012,2010,298794
"97","SRES B1","Alaska","Deciduous",2013,2010,297005
"98","SRES B1","Alaska","Deciduous",2014,2010,295403
"99","SRES B1","Alaska","Deciduous",2015,2010,293875
"100","SRES B1","Alaska","Deciduous",2016,2010,297164
"101","SRES B1","Alaska","Deciduous",2017,2010,298002
"102","SRES B1","Alaska","Deciduous",2018,2010,295954
"103","SRES B1","Alaska","Deciduous",2019,2010,295655
"104","SRES B1","Alaska","Deciduous",2020,2020,295593
"105","SRES B1","Alaska","Deciduous",2021,2020,293901
"106","SRES B1","Alaska","Deciduous",2022,2020,292626
"107","SRES B1","Alaska","Deciduous",2023,2020,292433
"108","SRES B1","Alaska","Deciduous",2024,2020,296459
"109","SRES B1","Alaska","Deciduous",2025,2020,295435
"110","SRES B1","Alaska","Deciduous",2026,2020,295949
"111","SRES B1","Alaska","Deciduous",2027,2020,295300
"112","SRES B1","Alaska","Deciduous",2028,2020,293463
"113","SRES B1","Alaska","Deciduous",2029,2020,293568
"114","SRES B1","Alaska","Deciduous",2030,2030,291380
"115","SRES B1","Alaska","Deciduous",2031,2030,289442
"116","SRES B1","Alaska","Deciduous",2032,2030,288604
"117","SRES B1","Alaska","Deciduous",2033,2030,295360
"118","SRES B1","Alaska","Deciduous",2034,2030,298011
"119","SRES B1","Alaska","Deciduous",2035,2030,296897
"120","SRES B1","Alaska","Deciduous",2036,2030,295444
"121","SRES B1","Alaska","Deciduous",2037,2030,294037
"122","SRES B1","Alaska","Deciduous",2038,2030,294006
"123","SRES B1","Alaska","Deciduous",2039,2030,294837
"124","SRES B1","Alaska","Deciduous",2040,2040,294300
"125","SRES B1","Alaska","Deciduous",2041,2040,292109
"126","SRES B1","Alaska","Deciduous",2042,2040,290465
"127","SRES B1","Alaska","Deciduous",2043,2040,289550
"128","SRES B1","Alaska","Deciduous",2044,2040,287537
"129","SRES B1","Alaska","Deciduous",2045,2040,287158
"130","SRES B1","Alaska","Deciduous",2046,2040,286403
"131","SRES B1","Alaska","Deciduous",2047,2040,284713
"132","SRES B1","Alaska","Deciduous",2048,2040,284248
"133","SRES B1","Alaska","Deciduous",2049,2040,287450
"134","SRES B1","Alaska","Deciduous",2050,2050,285580
"135","SRES B1","Alaska","Deciduous",2051,2050,285059
"136","SRES B1","Alaska","Deciduous",2052,2050,284120
"137","SRES B1","Alaska","Deciduous",2053,2050,285955
"138","SRES B1","Alaska","Deciduous",2054,2050,285313
"139","SRES B1","Alaska","Deciduous",2055,2050,283516
"140","SRES B1","Alaska","Deciduous",2056,2050,285972
"141","SRES B1","Alaska","Deciduous",2057,2050,284724
"142","SRES B1","Alaska","Deciduous",2058,2050,283495
"143","SRES B1","Alaska","Deciduous",2059,2050,284718
"144","SRES B1","Alaska","Deciduous",2060,2060,283147
"145","SRES B1","Alaska","Deciduous",2061,2060,282719
"146","SRES B1","Alaska","Deciduous",2062,2060,280627
"147","SRES B1","Alaska","Deciduous",2063,2060,282393
"148","SRES B1","Alaska","Deciduous",2064,2060,281253
"149","SRES B1","Alaska","Deciduous",2065,2060,279883
"150","SRES B1","Alaska","Deciduous",2066,2060,277673
"151","SRES B1","Alaska","Deciduous",2067,2060,282963
"152","SRES B1","Alaska","Deciduous",2068,2060,285705
"153","SRES B1","Alaska","Deciduous",2069,2060,286506
"154","SRES B1","Alaska","Deciduous",2070,2070,284093
"155","SRES B1","Alaska","Deciduous",2071,2070,285530
"156","SRES B1","Alaska","Deciduous",2072,2070,286802
"157","SRES B1","Alaska","Deciduous",2073,2070,287147
"158","SRES B1","Alaska","Deciduous",2074,2070,296549
"159","SRES B1","Alaska","Deciduous",2075,2070,297183
"160","SRES B1","Alaska","Deciduous",2076,2070,299527
"161","SRES B1","Alaska","Deciduous",2077,2070,305078
"162","SRES B1","Alaska","Deciduous",2078,2070,307651
"163","SRES B1","Alaska","Deciduous",2079,2070,305171
"164","SRES B1","Alaska","Deciduous",2080,2080,302775
"165","SRES B1","Alaska","Deciduous",2081,2080,302350
"166","SRES B1","Alaska","Deciduous",2082,2080,301449
"167","SRES B1","Alaska","Deciduous",2083,2080,299965
"168","SRES B1","Alaska","Deciduous",2084,2080,301414
"169","SRES B1","Alaska","Deciduous",2085,2080,299362
"170","SRES B1","Alaska","Deciduous",2086,2080,302692
"171","SRES B1","Alaska","Deciduous",2087,2080,302188
"172","SRES B1","Alaska","Deciduous",2088,2080,300689
"173","SRES B1","Alaska","Deciduous",2089,2080,306064
"174","SRES B1","Alaska","Deciduous",2090,2090,304516
"175","SRES B1","Alaska","Deciduous",2091,2090,302488
"176","SRES B1","Alaska","Deciduous",2092,2090,301835
"177","SRES B1","Alaska","Deciduous",2093,2090,306176
"178","SRES B1","Alaska","Deciduous",2094,2090,308392
"179","SRES B1","Alaska","Deciduous",2095,2090,306446
"180","SRES B1","Alaska","Deciduous",2096,2090,306067
"181","SRES B1","Alaska","Deciduous",2097,2090,309807
"182","SRES B1","Alaska","Deciduous",2098,2090,307215
"183","SRES B1","Alaska","Deciduous",2099,2090,310260
"184","SRES B1","Alaska","Deciduous",2100,2100,311393
"185","SRES B1","Alaska","Graminoid Tundra",2009,2000,146779
"186","SRES B1","Alaska","Graminoid Tundra",2010,2010,146372
"187","SRES B1","Alaska","Graminoid Tundra",2011,2010,146241
"188","SRES B1","Alaska","Graminoid Tundra",2012,2010,145951
"189","SRES B1","Alaska","Graminoid Tundra",2013,2010,145655
"190","SRES B1","Alaska","Graminoid Tundra",2014,2010,145312
"191","SRES B1","Alaska","Graminoid Tundra",2015,2010,144770
"192","SRES B1","Alaska","Graminoid Tundra",2016,2010,144554
"193","SRES B1","Alaska","Graminoid Tundra",2017,2010,144372
"194","SRES B1","Alaska","Graminoid Tundra",2018,2010,143912
"195","SRES B1","Alaska","Graminoid Tundra",2019,2010,143758
"196","SRES B1","Alaska","Graminoid Tundra",2020,2020,143659
"197","SRES B1","Alaska","Graminoid Tundra",2021,2020,143438
"198","SRES B1","Alaska","Graminoid Tundra",2022,2020,143103
"199","SRES B1","Alaska","Graminoid Tundra",2023,2020,143039
"200","SRES B1","Alaska","Graminoid Tundra",2024,2020,143070
"201","SRES B1","Alaska","Graminoid Tundra",2025,2020,142781
"202","SRES B1","Alaska","Graminoid Tundra",2026,2020,142429
"203","SRES B1","Alaska","Graminoid Tundra",2027,2020,142192
"204","SRES B1","Alaska","Graminoid Tundra",2028,2020,141908
"205","SRES B1","Alaska","Graminoid Tundra",2029,2020,141698
"206","SRES B1","Alaska","Graminoid Tundra",2030,2030,141503
"207","SRES B1","Alaska","Graminoid Tundra",2031,2030,140950
"208","SRES B1","Alaska","Graminoid Tundra",2032,2030,140506
"209","SRES B1","Alaska","Graminoid Tundra",2033,2030,140044
"210","SRES B1","Alaska","Graminoid Tundra",2034,2030,140014
"211","SRES B1","Alaska","Graminoid Tundra",2035,2030,139821
"212","SRES B1","Alaska","Graminoid Tundra",2036,2030,139656
"213","SRES B1","Alaska","Graminoid Tundra",2037,2030,139054
"214","SRES B1","Alaska","Graminoid Tundra",2038,2030,138965
"215","SRES B1","Alaska","Graminoid Tundra",2039,2030,138797
"216","SRES B1","Alaska","Graminoid Tundra",2040,2040,138621
"217","SRES B1","Alaska","Graminoid Tundra",2041,2040,138436
"218","SRES B1","Alaska","Graminoid Tundra",2042,2040,138027
"219","SRES B1","Alaska","Graminoid Tundra",2043,2040,137659
"220","SRES B1","Alaska","Graminoid Tundra",2044,2040,137316
"221","SRES B1","Alaska","Graminoid Tundra",2045,2040,137048
"222","SRES B1","Alaska","Graminoid Tundra",2046,2040,136831
"223","SRES B1","Alaska","Graminoid Tundra",2047,2040,136504
"224","SRES B1","Alaska","Graminoid Tundra",2048,2040,136175
"225","SRES B1","Alaska","Graminoid Tundra",2049,2040,135895
"226","SRES B1","Alaska","Graminoid Tundra",2050,2050,135853
"227","SRES B1","Alaska","Graminoid Tundra",2051,2050,135665
"228","SRES B1","Alaska","Graminoid Tundra",2052,2050,135319
"229","SRES B1","Alaska","Graminoid Tundra",2053,2050,135183
"230","SRES B1","Alaska","Graminoid Tundra",2054,2050,135028
"231","SRES B1","Alaska","Graminoid Tundra",2055,2050,134746
"232","SRES B1","Alaska","Graminoid Tundra",2056,2050,134492
"233","SRES B1","Alaska","Graminoid Tundra",2057,2050,134313
"234","SRES B1","Alaska","Graminoid Tundra",2058,2050,133683
"235","SRES B1","Alaska","Graminoid Tundra",2059,2050,133404
"236","SRES B1","Alaska","Graminoid Tundra",2060,2060,133204
"237","SRES B1","Alaska","Graminoid Tundra",2061,2060,133155
"238","SRES B1","Alaska","Graminoid Tundra",2062,2060,132685
"239","SRES B1","Alaska","Graminoid Tundra",2063,2060,132491
"240","SRES B1","Alaska","Graminoid Tundra",2064,2060,132190
"241","SRES B1","Alaska","Graminoid Tundra",2065,2060,132032
"242","SRES B1","Alaska","Graminoid Tundra",2066,2060,131792
"243","SRES B1","Alaska","Graminoid Tundra",2067,2060,131780
"244","SRES B1","Alaska","Graminoid Tundra",2068,2060,131235
"245","SRES B1","Alaska","Graminoid Tundra",2069,2060,131188
"246","SRES B1","Alaska","Graminoid Tundra",2070,2070,130999
"247","SRES B1","Alaska","Graminoid Tundra",2071,2070,130914
"248","SRES B1","Alaska","Graminoid Tundra",2072,2070,130760
"249","SRES B1","Alaska","Graminoid Tundra",2073,2070,130642
"250","SRES B1","Alaska","Graminoid Tundra",2074,2070,130795
"251","SRES B1","Alaska","Graminoid Tundra",2075,2070,130844
"252","SRES B1","Alaska","Graminoid Tundra",2076,2070,130325
"253","SRES B1","Alaska","Graminoid Tundra",2077,2070,130308
"254","SRES B1","Alaska","Graminoid Tundra",2078,2070,130373
"255","SRES B1","Alaska","Graminoid Tundra",2079,2070,130294
"256","SRES B1","Alaska","Graminoid Tundra",2080,2080,130074
"257","SRES B1","Alaska","Graminoid Tundra",2081,2080,130008
"258","SRES B1","Alaska","Graminoid Tundra",2082,2080,129849
"259","SRES B1","Alaska","Graminoid Tundra",2083,2080,129335
"260","SRES B1","Alaska","Graminoid Tundra",2084,2080,129350
"261","SRES B1","Alaska","Graminoid Tundra",2085,2080,129166
"262","SRES B1","Alaska","Graminoid Tundra",2086,2080,129080
"263","SRES B1","Alaska","Graminoid Tundra",2087,2080,128857
"264","SRES B1","Alaska","Graminoid Tundra",2088,2080,128620
"265","SRES B1","Alaska","Graminoid Tundra",2089,2080,128750
"266","SRES B1","Alaska","Graminoid Tundra",2090,2090,128584
"267","SRES B1","Alaska","Graminoid Tundra",2091,2090,128321
"268","SRES B1","Alaska","Graminoid Tundra",2092,2090,128126
"269","SRES B1","Alaska","Graminoid Tundra",2093,2090,128310
"270","SRES B1","Alaska","Graminoid Tundra",2094,2090,128306
"271","SRES B1","Alaska","Graminoid Tundra",2095,2090,127930
"272","SRES B1","Alaska","Graminoid Tundra",2096,2090,127685
"273","SRES B1","Alaska","Graminoid Tundra",2097,2090,127748
"274","SRES B1","Alaska","Graminoid Tundra",2098,2090,127405
"275","SRES B1","Alaska","Graminoid Tundra",2099,2090,126990
"276","SRES B1","Alaska","Graminoid Tundra",2100,2100,126800
"277","SRES B1","Alaska","Shrub Tundra",2009,2000,261705
"278","SRES B1","Alaska","Shrub Tundra",2010,2010,261746
"279","SRES B1","Alaska","Shrub Tundra",2011,2010,261722
"280","SRES B1","Alaska","Shrub Tundra",2012,2010,262002
"281","SRES B1","Alaska","Shrub Tundra",2013,2010,262040
"282","SRES B1","Alaska","Shrub Tundra",2014,2010,262005
"283","SRES B1","Alaska","Shrub Tundra",2015,2010,262396
"284","SRES B1","Alaska","Shrub Tundra",2016,2010,262403
"285","SRES B1","Alaska","Shrub Tundra",2017,2010,262391
"286","SRES B1","Alaska","Shrub Tundra",2018,2010,262813
"287","SRES B1","Alaska","Shrub Tundra",2019,2010,262835
"288","SRES B1","Alaska","Shrub Tundra",2020,2020,262768
"289","SRES B1","Alaska","Shrub Tundra",2021,2020,262679
"290","SRES B1","Alaska","Shrub Tundra",2022,2020,262639
"291","SRES B1","Alaska","Shrub Tundra",2023,2020,262327
"292","SRES B1","Alaska","Shrub Tundra",2024,2020,261992
"293","SRES B1","Alaska","Shrub Tundra",2025,2020,261751
"294","SRES B1","Alaska","Shrub Tundra",2026,2020,261597
"295","SRES B1","Alaska","Shrub Tundra",2027,2020,261476
"296","SRES B1","Alaska","Shrub Tundra",2028,2020,261122
"297","SRES B1","Alaska","Shrub Tundra",2029,2020,260833
"298","SRES B1","Alaska","Shrub Tundra",2030,2030,260533
"299","SRES B1","Alaska","Shrub Tundra",2031,2030,260721
"300","SRES B1","Alaska","Shrub Tundra",2032,2030,260636
"301","SRES B1","Alaska","Shrub Tundra",2033,2030,260917
"302","SRES B1","Alaska","Shrub Tundra",2034,2030,260715
"303","SRES B1","Alaska","Shrub Tundra",2035,2030,260656
"304","SRES B1","Alaska","Shrub Tundra",2036,2030,260588
"305","SRES B1","Alaska","Shrub Tundra",2037,2030,260868
"306","SRES B1","Alaska","Shrub Tundra",2038,2030,260791
"307","SRES B1","Alaska","Shrub Tundra",2039,2030,260713
"308","SRES B1","Alaska","Shrub Tundra",2040,2040,260496
"309","SRES B1","Alaska","Shrub Tundra",2041,2040,260405
"310","SRES B1","Alaska","Shrub Tundra",2042,2040,260602
"311","SRES B1","Alaska","Shrub Tundra",2043,2040,260679
"312","SRES B1","Alaska","Shrub Tundra",2044,2040,260681
"313","SRES B1","Alaska","Shrub Tundra",2045,2040,260422
"314","SRES B1","Alaska","Shrub Tundra",2046,2040,260203
"315","SRES B1","Alaska","Shrub Tundra",2047,2040,259924
"316","SRES B1","Alaska","Shrub Tundra",2048,2040,259659
"317","SRES B1","Alaska","Shrub Tundra",2049,2040,259564
"318","SRES B1","Alaska","Shrub Tundra",2050,2050,259550
"319","SRES B1","Alaska","Shrub Tundra",2051,2050,259361
"320","SRES B1","Alaska","Shrub Tundra",2052,2050,259158
"321","SRES B1","Alaska","Shrub Tundra",2053,2050,258763
"322","SRES B1","Alaska","Shrub Tundra",2054,2050,258436
"323","SRES B1","Alaska","Shrub Tundra",2055,2050,258183
"324","SRES B1","Alaska","Shrub Tundra",2056,2050,258015
"325","SRES B1","Alaska","Shrub Tundra",2057,2050,257772
"326","SRES B1","Alaska","Shrub Tundra",2058,2050,257763
"327","SRES B1","Alaska","Shrub Tundra",2059,2050,257829
"328","SRES B1","Alaska","Shrub Tundra",2060,2060,257496
"329","SRES B1","Alaska","Shrub Tundra",2061,2060,257359
"330","SRES B1","Alaska","Shrub Tundra",2062,2060,257414
"331","SRES B1","Alaska","Shrub Tundra",2063,2060,257017
"332","SRES B1","Alaska","Shrub Tundra",2064,2060,256577
"333","SRES B1","Alaska","Shrub Tundra",2065,2060,256059
"334","SRES B1","Alaska","Shrub Tundra",2066,2060,255983
"335","SRES B1","Alaska","Shrub Tundra",2067,2060,255311
"336","SRES B1","Alaska","Shrub Tundra",2068,2060,255319
"337","SRES B1","Alaska","Shrub Tundra",2069,2060,254918
"338","SRES B1","Alaska","Shrub Tundra",2070,2070,254545
"339","SRES B1","Alaska","Shrub Tundra",2071,2070,254373
"340","SRES B1","Alaska","Shrub Tundra",2072,2070,253980
"341","SRES B1","Alaska","Shrub Tundra",2073,2070,253597
"342","SRES B1","Alaska","Shrub Tundra",2074,2070,253011
"343","SRES B1","Alaska","Shrub Tundra",2075,2070,252777
"344","SRES B1","Alaska","Shrub Tundra",2076,2070,253020
"345","SRES B1","Alaska","Shrub Tundra",2077,2070,252709
"346","SRES B1","Alaska","Shrub Tundra",2078,2070,252354
"347","SRES B1","Alaska","Shrub Tundra",2079,2070,252360
"348","SRES B1","Alaska","Shrub Tundra",2080,2080,252263
"349","SRES B1","Alaska","Shrub Tundra",2081,2080,251944
"350","SRES B1","Alaska","Shrub Tundra",2082,2080,251695
"351","SRES B1","Alaska","Shrub Tundra",2083,2080,251829
"352","SRES B1","Alaska","Shrub Tundra",2084,2080,251543
"353","SRES B1","Alaska","Shrub Tundra",2085,2080,251430
"354","SRES B1","Alaska","Shrub Tundra",2086,2080,251002
"355","SRES B1","Alaska","Shrub Tundra",2087,2080,250715
"356","SRES B1","Alaska","Shrub Tundra",2088,2080,250673
"357","SRES B1","Alaska","Shrub Tundra",2089,2080,250206
"358","SRES B1","Alaska","Shrub Tundra",2090,2090,249887
"359","SRES B1","Alaska","Shrub Tundra",2091,2090,249590
"360","SRES B1","Alaska","Shrub Tundra",2092,2090,249327
"361","SRES B1","Alaska","Shrub Tundra",2093,2090,248899
"362","SRES B1","Alaska","Shrub Tundra",2094,2090,248614
"363","SRES B1","Alaska","Shrub Tundra",2095,2090,248457
"364","SRES B1","Alaska","Shrub Tundra",2096,2090,248140
"365","SRES B1","Alaska","Shrub Tundra",2097,2090,247771
"366","SRES B1","Alaska","Shrub Tundra",2098,2090,247781
"367","SRES B1","Alaska","Shrub Tundra",2099,2090,247897
"368","SRES B1","Alaska","Shrub Tundra",2100,2100,247601
"369","SRES B1","Alaska","White Spruce",2009,2000,194944
"370","SRES B1","Alaska","White Spruce",2010,2010,196068
"371","SRES B1","Alaska","White Spruce",2011,2010,196715
"372","SRES B1","Alaska","White Spruce",2012,2010,197667
"373","SRES B1","Alaska","White Spruce",2013,2010,198825
"374","SRES B1","Alaska","White Spruce",2014,2010,199991
"375","SRES B1","Alaska","White Spruce",2015,2010,200785
"376","SRES B1","Alaska","White Spruce",2016,2010,199401
"377","SRES B1","Alaska","White Spruce",2017,2010,199167
"378","SRES B1","Alaska","White Spruce",2018,2010,200110
"379","SRES B1","Alaska","White Spruce",2019,2010,200366
"380","SRES B1","Alaska","White Spruce",2020,2020,200655
"381","SRES B1","Alaska","White Spruce",2021,2020,201702
"382","SRES B1","Alaska","White Spruce",2022,2020,202809
"383","SRES B1","Alaska","White Spruce",2023,2020,203208
"384","SRES B1","Alaska","White Spruce",2024,2020,201617
"385","SRES B1","Alaska","White Spruce",2025,2020,202660
"386","SRES B1","Alaska","White Spruce",2026,2020,202954
"387","SRES B1","Alaska","White Spruce",2027,2020,203567
"388","SRES B1","Alaska","White Spruce",2028,2020,205071
"389","SRES B1","Alaska","White Spruce",2029,2020,205658
"390","SRES B1","Alaska","White Spruce",2030,2030,207158
"391","SRES B1","Alaska","White Spruce",2031,2030,208384
"392","SRES B1","Alaska","White Spruce",2032,2030,209354
"393","SRES B1","Alaska","White Spruce",2033,2030,206342
"394","SRES B1","Alaska","White Spruce",2034,2030,205356
"395","SRES B1","Alaska","White Spruce",2035,2030,206132
"396","SRES B1","Alaska","White Spruce",2036,2030,206937
"397","SRES B1","Alaska","White Spruce",2037,2030,207933
"398","SRES B1","Alaska","White Spruce",2038,2030,208037
"399","SRES B1","Alaska","White Spruce",2039,2030,208044
"400","SRES B1","Alaska","White Spruce",2040,2040,208632
"401","SRES B1","Alaska","White Spruce",2041,2040,209899
"402","SRES B1","Alaska","White Spruce",2042,2040,210806
"403","SRES B1","Alaska","White Spruce",2043,2040,211658
"404","SRES B1","Alaska","White Spruce",2044,2040,212800
"405","SRES B1","Alaska","White Spruce",2045,2040,213570
"406","SRES B1","Alaska","White Spruce",2046,2040,214411
"407","SRES B1","Alaska","White Spruce",2047,2040,215722
"408","SRES B1","Alaska","White Spruce",2048,2040,216507
"409","SRES B1","Alaska","White Spruce",2049,2040,215210
"410","SRES B1","Alaska","White Spruce",2050,2050,216127
"411","SRES B1","Alaska","White Spruce",2051,2050,216677
"412","SRES B1","Alaska","White Spruce",2052,2050,217703
"413","SRES B1","Alaska","White Spruce",2053,2050,216965
"414","SRES B1","Alaska","White Spruce",2054,2050,217815
"415","SRES B1","Alaska","White Spruce",2055,2050,219157
"416","SRES B1","Alaska","White Spruce",2056,2050,218204
"417","SRES B1","Alaska","White Spruce",2057,2050,219037
"418","SRES B1","Alaska","White Spruce",2058,2050,220234
"419","SRES B1","Alaska","White Spruce",2059,2050,219498
"420","SRES B1","Alaska","White Spruce",2060,2060,220617
"421","SRES B1","Alaska","White Spruce",2061,2060,220887
"422","SRES B1","Alaska","White Spruce",2062,2060,222164
"423","SRES B1","Alaska","White Spruce",2063,2060,221592
"424","SRES B1","Alaska","White Spruce",2064,2060,222750
"425","SRES B1","Alaska","White Spruce",2065,2060,223788
"426","SRES B1","Alaska","White Spruce",2066,2060,224929
"427","SRES B1","Alaska","White Spruce",2067,2060,222791
"428","SRES B1","Alaska","White Spruce",2068,2060,221805
"429","SRES B1","Alaska","White Spruce",2069,2060,221589
"430","SRES B1","Alaska","White Spruce",2070,2070,223084
"431","SRES B1","Alaska","White Spruce",2071,2070,222486
"432","SRES B1","Alaska","White Spruce",2072,2070,222254
"433","SRES B1","Alaska","White Spruce",2073,2070,222387
"434","SRES B1","Alaska","White Spruce",2074,2070,217783
"435","SRES B1","Alaska","White Spruce",2075,2070,217496
"436","SRES B1","Alaska","White Spruce",2076,2070,216533
"437","SRES B1","Alaska","White Spruce",2077,2070,213807
"438","SRES B1","Alaska","White Spruce",2078,2070,212544
"439","SRES B1","Alaska","White Spruce",2079,2070,213788
"440","SRES B1","Alaska","White Spruce",2080,2080,215012
"441","SRES B1","Alaska","White Spruce",2081,2080,215478
"442","SRES B1","Alaska","White Spruce",2082,2080,216219
"443","SRES B1","Alaska","White Spruce",2083,2080,217288
"444","SRES B1","Alaska","White Spruce",2084,2080,216790
"445","SRES B1","Alaska","White Spruce",2085,2080,217980
"446","SRES B1","Alaska","White Spruce",2086,2080,216869
"447","SRES B1","Alaska","White Spruce",2087,2080,217494
"448","SRES B1","Alaska","White Spruce",2088,2080,218469
"449","SRES B1","Alaska","White Spruce",2089,2080,216190
"450","SRES B1","Alaska","White Spruce",2090,2090,217485
"451","SRES B1","Alaska","White Spruce",2091,2090,218862
"452","SRES B1","Alaska","White Spruce",2092,2090,219712
"453","SRES B1","Alaska","White Spruce",2093,2090,217744
"454","SRES B1","Alaska","White Spruce",2094,2090,217066
"455","SRES B1","Alaska","White Spruce",2095,2090,218667
"456","SRES B1","Alaska","White Spruce",2096,2090,219207
