"","Scenario","Location","Vegetation","Year","Decade","Avg"
"1491","SRES B1","Northwest Interior Forest North","Deciduous",2027,2020,221091
"1492","SRES B1","Northwest Interior Forest North","Deciduous",2028,2020,219819
"1493","SRES B1","Northwest Interior Forest North","Deciduous",2029,2020,219815
"1494","SRES B1","Northwest Interior Forest North","Deciduous",2030,2030,218247
"1495","SRES B1","Northwest Interior Forest North","Deciduous",2031,2030,216704
"1496","SRES B1","Northwest Interior Forest North","Deciduous",2032,2030,216231
"1497","SRES B1","Northwest Interior Forest North","Deciduous",2033,2030,222047
"1498","SRES B1","Northwest Interior Forest North","Deciduous",2034,2030,223584
"1499","SRES B1","Northwest Interior Forest North","Deciduous",2035,2030,222624
"1500","SRES B1","Northwest Interior Forest North","Deciduous",2036,2030,221857
"1501","SRES B1","Northwest Interior Forest North","Deciduous",2037,2030,220750
"1502","SRES B1","Northwest Interior Forest North","Deciduous",2038,2030,220878
"1503","SRES B1","Northwest Interior Forest North","Deciduous",2039,2030,220806
"1504","SRES B1","Northwest Interior Forest North","Deciduous",2040,2040,220182
"1505","SRES B1","Northwest Interior Forest North","Deciduous",2041,2040,218731
"1506","SRES B1","Northwest Interior Forest North","Deciduous",2042,2040,217691
"1507","SRES B1","Northwest Interior Forest North","Deciduous",2043,2040,216750
"1508","SRES B1","Northwest Interior Forest North","Deciduous",2044,2040,215475
"1509","SRES B1","Northwest Interior Forest North","Deciduous",2045,2040,215466
"1510","SRES B1","Northwest Interior Forest North","Deciduous",2046,2040,214859
"1511","SRES B1","Northwest Interior Forest North","Deciduous",2047,2040,213682
"1512","SRES B1","Northwest Interior Forest North","Deciduous",2048,2040,213419
"1513","SRES B1","Northwest Interior Forest North","Deciduous",2049,2040,214917
"1514","SRES B1","Northwest Interior Forest North","Deciduous",2050,2050,213634
"1515","SRES B1","Northwest Interior Forest North","Deciduous",2051,2050,213051
"1516","SRES B1","Northwest Interior Forest North","Deciduous",2052,2050,212204
"1517","SRES B1","Northwest Interior Forest North","Deciduous",2053,2050,213807
"1518","SRES B1","Northwest Interior Forest North","Deciduous",2054,2050,213338
"1519","SRES B1","Northwest Interior Forest North","Deciduous",2055,2050,211995
"1520","SRES B1","Northwest Interior Forest North","Deciduous",2056,2050,213881
"1521","SRES B1","Northwest Interior Forest North","Deciduous",2057,2050,212880
"1522","SRES B1","Northwest Interior Forest North","Deciduous",2058,2050,211980
"1523","SRES B1","Northwest Interior Forest North","Deciduous",2059,2050,213252
"1524","SRES B1","Northwest Interior Forest North","Deciduous",2060,2060,211977
"1525","SRES B1","Northwest Interior Forest North","Deciduous",2061,2060,211521
"1526","SRES B1","Northwest Interior Forest North","Deciduous",2062,2060,209969
"1527","SRES B1","Northwest Interior Forest North","Deciduous",2063,2060,211419
"1528","SRES B1","Northwest Interior Forest North","Deciduous",2064,2060,210653
"1529","SRES B1","Northwest Interior Forest North","Deciduous",2065,2060,209713
"1530","SRES B1","Northwest Interior Forest North","Deciduous",2066,2060,208199
"1531","SRES B1","Northwest Interior Forest North","Deciduous",2067,2060,210811
"1532","SRES B1","Northwest Interior Forest North","Deciduous",2068,2060,212580
"1533","SRES B1","Northwest Interior Forest North","Deciduous",2069,2060,212987
"1534","SRES B1","Northwest Interior Forest North","Deciduous",2070,2070,211179
"1535","SRES B1","Northwest Interior Forest North","Deciduous",2071,2070,212136
"1536","SRES B1","Northwest Interior Forest North","Deciduous",2072,2070,213105
"1537","SRES B1","Northwest Interior Forest North","Deciduous",2073,2070,212571
"1538","SRES B1","Northwest Interior Forest North","Deciduous",2074,2070,216610
"1539","SRES B1","Northwest Interior Forest North","Deciduous",2075,2070,216574
"1540","SRES B1","Northwest Interior Forest North","Deciduous",2076,2070,217999
"1541","SRES B1","Northwest Interior Forest North","Deciduous",2077,2070,221478
"1542","SRES B1","Northwest Interior Forest North","Deciduous",2078,2070,222637
"1543","SRES B1","Northwest Interior Forest North","Deciduous",2079,2070,220706
"1544","SRES B1","Northwest Interior Forest North","Deciduous",2080,2080,218943
"1545","SRES B1","Northwest Interior Forest North","Deciduous",2081,2080,218427
"1546","SRES B1","Northwest Interior Forest North","Deciduous",2082,2080,217371
"1547","SRES B1","Northwest Interior Forest North","Deciduous",2083,2080,216264
"1548","SRES B1","Northwest Interior Forest North","Deciduous",2084,2080,217329
"1549","SRES B1","Northwest Interior Forest North","Deciduous",2085,2080,215896
"1550","SRES B1","Northwest Interior Forest North","Deciduous",2086,2080,217832
"1551","SRES B1","Northwest Interior Forest North","Deciduous",2087,2080,217794
"1552","SRES B1","Northwest Interior Forest North","Deciduous",2088,2080,216765
"1553","SRES B1","Northwest Interior Forest North","Deciduous",2089,2080,219741
"1554","SRES B1","Northwest Interior Forest North","Deciduous",2090,2090,218570
"1555","SRES B1","Northwest Interior Forest North","Deciduous",2091,2090,217213
"1556","SRES B1","Northwest Interior Forest North","Deciduous",2092,2090,216254
"1557","SRES B1","Northwest Interior Forest North","Deciduous",2093,2090,218636
"1558","SRES B1","Northwest Interior Forest North","Deciduous",2094,2090,220061
"1559","SRES B1","Northwest Interior Forest North","Deciduous",2095,2090,218475
"1560","SRES B1","Northwest Interior Forest North","Deciduous",2096,2090,218665
"1561","SRES B1","Northwest Interior Forest North","Deciduous",2097,2090,220861
"1562","SRES B1","Northwest Interior Forest North","Deciduous",2098,2090,218994
"1563","SRES B1","Northwest Interior Forest North","Deciduous",2099,2090,220928
"1564","SRES B1","Northwest Interior Forest North","Deciduous",2100,2100,221248
"1565","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2009,2000,13036
"1566","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2010,2010,12804
"1567","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2011,2010,12641
"1568","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2012,2010,12507
"1569","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2013,2010,12305
"1570","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2014,2010,12068
"1571","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2015,2010,11852
"1572","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2016,2010,11648
"1573","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2017,2010,11478
"1574","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2018,2010,11344
"1575","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2019,2010,11202
"1576","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2020,2020,11107
"1577","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2021,2020,10970
"1578","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2022,2020,10765
"1579","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2023,2020,10698
"1580","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2024,2020,10622
"1581","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2025,2020,10422
"1582","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2026,2020,10231
"1583","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2027,2020,10101
"1584","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2028,2020,9911
"1585","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2029,2020,9755
"1586","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2030,2030,9626
"1587","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2031,2030,9435
"1588","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2032,2030,9230
"1589","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2033,2030,9059
"1590","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2034,2030,9019
"1591","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2035,2030,8894
"1592","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2036,2030,8818
"1593","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2037,2030,8656
"1594","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2038,2030,8617
"1595","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2039,2030,8493
"1596","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2040,2040,8374
"1597","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2041,2040,8298
"1598","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2042,2040,8164
"1599","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2043,2040,8031
"1600","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2044,2040,7900
"1601","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2045,2040,7750
"1602","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2046,2040,7641
"1603","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2047,2040,7487
"1604","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2048,2040,7372
"1605","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2049,2040,7276
"1606","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2050,2050,7258
"1607","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2051,2050,7164
"1608","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2052,2050,7043
"1609","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2053,2050,6950
"1610","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2054,2050,6859
"1611","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2055,2050,6759
"1612","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2056,2050,6668
"1613","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2057,2050,6568
"1614","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2058,2050,6439
"1615","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2059,2050,6370
"1616","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2060,2060,6277
"1617","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2061,2060,6250
"1618","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2062,2060,6173
"1619","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2063,2060,6083
"1620","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2064,2060,5969
"1621","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2065,2060,5899
"1622","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2066,2060,5826
"1623","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2067,2060,5734
"1624","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2068,2060,5640
"1625","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2069,2060,5579
"1626","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2070,2070,5495
"1627","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2071,2070,5423
"1628","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2072,2070,5336
"1629","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2073,2070,5247
"1630","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2074,2070,5195
"1631","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2075,2070,5151
"1632","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2076,2070,5089
"1633","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2077,2070,5046
"1634","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2078,2070,5026
"1635","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2079,2070,4990
"1636","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2080,2080,4913
"1637","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2081,2080,4860
"1638","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2082,2080,4777
"1639","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2083,2080,4714
"1640","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2084,2080,4660
"1641","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2085,2080,4583
"1642","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2086,2080,4515
"1643","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2087,2080,4432
"1644","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2088,2080,4363
"1645","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2089,2080,4336
"1646","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2090,2090,4269
"1647","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2091,2090,4191
"1648","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2092,2090,4122
"1649","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2093,2090,4142
"1650","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2094,2090,4103
"1651","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2095,2090,4023
"1652","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2096,2090,3954
"1653","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2097,2090,3920
"1654","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2098,2090,3854
"1655","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2099,2090,3802
"1656","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2100,2100,3726
"1657","SRES B1","Northwest Interior Forest North","Shrub Tundra",2009,2000,15125
"1658","SRES B1","Northwest Interior Forest North","Shrub Tundra",2010,2010,15036
"1659","SRES B1","Northwest Interior Forest North","Shrub Tundra",2011,2010,15044
"1660","SRES B1","Northwest Interior Forest North","Shrub Tundra",2012,2010,15167
"1661","SRES B1","Northwest Interior Forest North","Shrub Tundra",2013,2010,15162
"1662","SRES B1","Northwest Interior Forest North","Shrub Tundra",2014,2010,15054
"1663","SRES B1","Northwest Interior Forest North","Shrub Tundra",2015,2010,15131
"1664","SRES B1","Northwest Interior Forest North","Shrub Tundra",2016,2010,15165
"1665","SRES B1","Northwest Interior Forest North","Shrub Tundra",2017,2010,15181
"1666","SRES B1","Northwest Interior Forest North","Shrub Tundra",2018,2010,15288
"1667","SRES B1","Northwest Interior Forest North","Shrub Tundra",2019,2010,15331
"1668","SRES B1","Northwest Interior Forest North","Shrub Tundra",2020,2020,15287
"1669","SRES B1","Northwest Interior Forest North","Shrub Tundra",2021,2020,15199
"1670","SRES B1","Northwest Interior Forest North","Shrub Tundra",2022,2020,15096
"1671","SRES B1","Northwest Interior Forest North","Shrub Tundra",2023,2020,14930
"1672","SRES B1","Northwest Interior Forest North","Shrub Tundra",2024,2020,14852
"1673","SRES B1","Northwest Interior Forest North","Shrub Tundra",2025,2020,14744
"1674","SRES B1","Northwest Interior Forest North","Shrub Tundra",2026,2020,14668
"1675","SRES B1","Northwest Interior Forest North","Shrub Tundra",2027,2020,14645
"1676","SRES B1","Northwest Interior Forest North","Shrub Tundra",2028,2020,14518
"1677","SRES B1","Northwest Interior Forest North","Shrub Tundra",2029,2020,14439
"1678","SRES B1","Northwest Interior Forest North","Shrub Tundra",2030,2030,14342
"1679","SRES B1","Northwest Interior Forest North","Shrub Tundra",2031,2030,14329
"1680","SRES B1","Northwest Interior Forest North","Shrub Tundra",2032,2030,14291
"1681","SRES B1","Northwest Interior Forest North","Shrub Tundra",2033,2030,14339
"1682","SRES B1","Northwest Interior Forest North","Shrub Tundra",2034,2030,14290
"1683","SRES B1","Northwest Interior Forest North","Shrub Tundra",2035,2030,14322
"1684","SRES B1","Northwest Interior Forest North","Shrub Tundra",2036,2030,14290
"1685","SRES B1","Northwest Interior Forest North","Shrub Tundra",2037,2030,14315
"1686","SRES B1","Northwest Interior Forest North","Shrub Tundra",2038,2030,14292
"1687","SRES B1","Northwest Interior Forest North","Shrub Tundra",2039,2030,14269
"1688","SRES B1","Northwest Interior Forest North","Shrub Tundra",2040,2040,14210
"1689","SRES B1","Northwest Interior Forest North","Shrub Tundra",2041,2040,14175
"1690","SRES B1","Northwest Interior Forest North","Shrub Tundra",2042,2040,14255
"1691","SRES B1","Northwest Interior Forest North","Shrub Tundra",2043,2040,14287
"1692","SRES B1","Northwest Interior Forest North","Shrub Tundra",2044,2040,14313
"1693","SRES B1","Northwest Interior Forest North","Shrub Tundra",2045,2040,14265
"1694","SRES B1","Northwest Interior Forest North","Shrub Tundra",2046,2040,14222
"1695","SRES B1","Northwest Interior Forest North","Shrub Tundra",2047,2040,14144
"1696","SRES B1","Northwest Interior Forest North","Shrub Tundra",2048,2040,14090
"1697","SRES B1","Northwest Interior Forest North","Shrub Tundra",2049,2040,14126
"1698","SRES B1","Northwest Interior Forest North","Shrub Tundra",2050,2050,14125
"1699","SRES B1","Northwest Interior Forest North","Shrub Tundra",2051,2050,14103
"1700","SRES B1","Northwest Interior Forest North","Shrub Tundra",2052,2050,14057
"1701","SRES B1","Northwest Interior Forest North","Shrub Tundra",2053,2050,13970
"1702","SRES B1","Northwest Interior Forest North","Shrub Tundra",2054,2050,13897
"1703","SRES B1","Northwest Interior Forest North","Shrub Tundra",2055,2050,13834
"1704","SRES B1","Northwest Interior Forest North","Shrub Tundra",2056,2050,13844
"1705","SRES B1","Northwest Interior Forest North","Shrub Tundra",2057,2050,13742
"1706","SRES B1","Northwest Interior Forest North","Shrub Tundra",2058,2050,13638
"1707","SRES B1","Northwest Interior Forest North","Shrub Tundra",2059,2050,13654
"1708","SRES B1","Northwest Interior Forest North","Shrub Tundra",2060,2060,13567
"1709","SRES B1","Northwest Interior Forest North","Shrub Tundra",2061,2060,13533
"1710","SRES B1","Northwest Interior Forest North","Shrub Tundra",2062,2060,13526
"1711","SRES B1","Northwest Interior Forest North","Shrub Tundra",2063,2060,13466
"1712","SRES B1","Northwest Interior Forest North","Shrub Tundra",2064,2060,13385
"1713","SRES B1","Northwest Interior Forest North","Shrub Tundra",2065,2060,13318
"1714","SRES B1","Northwest Interior Forest North","Shrub Tundra",2066,2060,13356
"1715","SRES B1","Northwest Interior Forest North","Shrub Tundra",2067,2060,13309
"1716","SRES B1","Northwest Interior Forest North","Shrub Tundra",2068,2060,13255
"1717","SRES B1","Northwest Interior Forest North","Shrub Tundra",2069,2060,13224
"1718","SRES B1","Northwest Interior Forest North","Shrub Tundra",2070,2070,13146
"1719","SRES B1","Northwest Interior Forest North","Shrub Tundra",2071,2070,13096
"1720","SRES B1","Northwest Interior Forest North","Shrub Tundra",2072,2070,13010
"1721","SRES B1","Northwest Interior Forest North","Shrub Tundra",2073,2070,12925
"1722","SRES B1","Northwest Interior Forest North","Shrub Tundra",2074,2070,12857
"1723","SRES B1","Northwest Interior Forest North","Shrub Tundra",2075,2070,12843
"1724","SRES B1","Northwest Interior Forest North","Shrub Tundra",2076,2070,12857
"1725","SRES B1","Northwest Interior Forest North","Shrub Tundra",2077,2070,12857
"1726","SRES B1","Northwest Interior Forest North","Shrub Tundra",2078,2070,12811
"1727","SRES B1","Northwest Interior Forest North","Shrub Tundra",2079,2070,12779
"1728","SRES B1","Northwest Interior Forest North","Shrub Tundra",2080,2080,12744
"1729","SRES B1","Northwest Interior Forest North","Shrub Tundra",2081,2080,12659
"1730","SRES B1","Northwest Interior Forest North","Shrub Tundra",2082,2080,12574
"1731","SRES B1","Northwest Interior Forest North","Shrub Tundra",2083,2080,12593
"1732","SRES B1","Northwest Interior Forest North","Shrub Tundra",2084,2080,12517
"1733","SRES B1","Northwest Interior Forest North","Shrub Tundra",2085,2080,12435
"1734","SRES B1","Northwest Interior Forest North","Shrub Tundra",2086,2080,12334
"1735","SRES B1","Northwest Interior Forest North","Shrub Tundra",2087,2080,12237
"1736","SRES B1","Northwest Interior Forest North","Shrub Tundra",2088,2080,12177
"1737","SRES B1","Northwest Interior Forest North","Shrub Tundra",2089,2080,12067
"1738","SRES B1","Northwest Interior Forest North","Shrub Tundra",2090,2090,12015
"1739","SRES B1","Northwest Interior Forest North","Shrub Tundra",2091,2090,11896
"1740","SRES B1","Northwest Interior Forest North","Shrub Tundra",2092,2090,11833
"1741","SRES B1","Northwest Interior Forest North","Shrub Tundra",2093,2090,11752
"1742","SRES B1","Northwest Interior Forest North","Shrub Tundra",2094,2090,11653
"1743","SRES B1","Northwest Interior Forest North","Shrub Tundra",2095,2090,11551
"1744","SRES B1","Northwest Interior Forest North","Shrub Tundra",2096,2090,11490
"1745","SRES B1","Northwest Interior Forest North","Shrub Tundra",2097,2090,11417
"1746","SRES B1","Northwest Interior Forest North","Shrub Tundra",2098,2090,11395
"1747","SRES B1","Northwest Interior Forest North","Shrub Tundra",2099,2090,11408
"1748","SRES B1","Northwest Interior Forest North","Shrub Tundra",2100,2100,11323
"1749","SRES B1","Northwest Interior Forest North","White Spruce",2009,2000,96043
"1750","SRES B1","Northwest Interior Forest North","White Spruce",2010,2010,96930
"1751","SRES B1","Northwest Interior Forest North","White Spruce",2011,2010,97429
"1752","SRES B1","Northwest Interior Forest North","White Spruce",2012,2010,98147
"1753","SRES B1","Northwest Interior Forest North","White Spruce",2013,2010,98975
"1754","SRES B1","Northwest Interior Forest North","White Spruce",2014,2010,99863
"1755","SRES B1","Northwest Interior Forest North","White Spruce",2015,2010,100494
"1756","SRES B1","Northwest Interior Forest North","White Spruce",2016,2010,99858
"1757","SRES B1","Northwest Interior Forest North","White Spruce",2017,2010,99959
"1758","SRES B1","Northwest Interior Forest North","White Spruce",2018,2010,100641
"1759","SRES B1","Northwest Interior Forest North","White Spruce",2019,2010,100868
"1760","SRES B1","Northwest Interior Forest North","White Spruce",2020,2020,101149
"1761","SRES B1","Northwest Interior Forest North","White Spruce",2021,2020,101978
"1762","SRES B1","Northwest Interior Forest North","White Spruce",2022,2020,102662
"1763","SRES B1","Northwest Interior Forest North","White Spruce",2023,2020,103083
"1764","SRES B1","Northwest Interior Forest North","White Spruce",2024,2020,102711
"1765","SRES B1","Northwest Interior Forest North","White Spruce",2025,2020,103441
"1766","SRES B1","Northwest Interior Forest North","White Spruce",2026,2020,103415
"1767","SRES B1","Northwest Interior Forest North","White Spruce",2027,2020,103732
"1768","SRES B1","Northwest Interior Forest North","White Spruce",2028,2020,104667
"1769","SRES B1","Northwest Interior Forest North","White Spruce",2029,2020,104919
"1770","SRES B1","Northwest Interior Forest North","White Spruce",2030,2030,105893
"1771","SRES B1","Northwest Interior Forest North","White Spruce",2031,2030,106748
"1772","SRES B1","Northwest Interior Forest North","White Spruce",2032,2030,107246
"1773","SRES B1","Northwest Interior Forest North","White Spruce",2033,2030,104620
"1774","SRES B1","Northwest Interior Forest North","White Spruce",2034,2030,103994
"1775","SRES B1","Northwest Interior Forest North","White Spruce",2035,2030,104551
"1776","SRES B1","Northwest Interior Forest North","White Spruce",2036,2030,104973
"1777","SRES B1","Northwest Interior Forest North","White Spruce",2037,2030,105650
"1778","SRES B1","Northwest Interior Forest North","White Spruce",2038,2030,105651
"1779","SRES B1","Northwest Interior Forest North","White Spruce",2039,2030,105886
"1780","SRES B1","Northwest Interior Forest North","White Spruce",2040,2040,106283
"1781","SRES B1","Northwest Interior Forest North","White Spruce",2041,2040,107093
"1782","SRES B1","Northwest Interior Forest North","White Spruce",2042,2040,107714
"1783","SRES B1","Northwest Interior Forest North","White Spruce",2043,2040,108065
"1784","SRES B1","Northwest Interior Forest North","White Spruce",2044,2040,108745
"1785","SRES B1","Northwest Interior Forest North","White Spruce",2045,2040,108997
"1786","SRES B1","Northwest Interior Forest North","White Spruce",2046,2040,109341
"1787","SRES B1","Northwest Interior Forest North","White Spruce",2047,2040,110022
"1788","SRES B1","Northwest Interior Forest North","White Spruce",2048,2040,110370
"1789","SRES B1","Northwest Interior Forest North","White Spruce",2049,2040,109573
"1790","SRES B1","Northwest Interior Forest North","White Spruce",2050,2050,110103
"1791","SRES B1","Northwest Interior Forest North","White Spruce",2051,2050,110477
"1792","SRES B1","Northwest Interior Forest North","White Spruce",2052,2050,110934
"1793","SRES B1","Northwest Interior Forest North","White Spruce",2053,2050,110214
"1794","SRES B1","Northwest Interior Forest North","White Spruce",2054,2050,110591
"1795","SRES B1","Northwest Interior Forest North","White Spruce",2055,2050,111201
"1796","SRES B1","Northwest Interior Forest North","White Spruce",2056,2050,110258
"1797","SRES B1","Northwest Interior Forest North","White Spruce",2057,2050,110798
"1798","SRES B1","Northwest Interior Forest North","White Spruce",2058,2050,111362
"1799","SRES B1","Northwest Interior Forest North","White Spruce",2059,2050,110556
"1800","SRES B1","Northwest Interior Forest North","White Spruce",2060,2060,111125
"1801","SRES B1","Northwest Interior Forest North","White Spruce",2061,2060,111260
"1802","SRES B1","Northwest Interior Forest North","White Spruce",2062,2060,111965
"1803","SRES B1","Northwest Interior Forest North","White Spruce",2063,2060,111147
"1804","SRES B1","Northwest Interior Forest North","White Spruce",2064,2060,111543
"1805","SRES B1","Northwest Interior Forest North","White Spruce",2065,2060,112005
"1806","SRES B1","Northwest Interior Forest North","White Spruce",2066,2060,112571
"1807","SRES B1","Northwest Interior Forest North","White Spruce",2067,2060,111342
"1808","SRES B1","Northwest Interior Forest North","White Spruce",2068,2060,110484
"1809","SRES B1","Northwest Interior Forest North","White Spruce",2069,2060,110143
"1810","SRES B1","Northwest Interior Forest North","White Spruce",2070,2070,111009
"1811","SRES B1","Northwest Interior Forest North","White Spruce",2071,2070,110481
"1812","SRES B1","Northwest Interior Forest North","White Spruce",2072,2070,110104
"1813","SRES B1","Northwest Interior Forest North","White Spruce",2073,2070,110399
"1814","SRES B1","Northwest Interior Forest North","White Spruce",2074,2070,108578
"1815","SRES B1","Northwest Interior Forest North","White Spruce",2075,2070,108532
"1816","SRES B1","Northwest Interior Forest North","White Spruce",2076,2070,107856
"1817","SRES B1","Northwest Interior Forest North","White Spruce",2077,2070,106000
"1818","SRES B1","Northwest Interior Forest North","White Spruce",2078,2070,105331
"1819","SRES B1","Northwest Interior Forest North","White Spruce",2079,2070,106200
"1820","SRES B1","Northwest Interior Forest North","White Spruce",2080,2080,107114
"1821","SRES B1","Northwest Interior Forest North","White Spruce",2081,2080,107388
"1822","SRES B1","Northwest Interior Forest North","White Spruce",2082,2080,108002
"1823","SRES B1","Northwest Interior Forest North","White Spruce",2083,2080,108560
"1824","SRES B1","Northwest Interior Forest North","White Spruce",2084,2080,108125
"1825","SRES B1","Northwest Interior Forest North","White Spruce",2085,2080,108937
"1826","SRES B1","Northwest Interior Forest North","White Spruce",2086,2080,108198
"1827","SRES B1","Northwest Interior Forest North","White Spruce",2087,2080,108469
"1828","SRES B1","Northwest Interior Forest North","White Spruce",2088,2080,109083
"1829","SRES B1","Northwest Interior Forest North","White Spruce",2089,2080,107875
"1830","SRES B1","Northwest Interior Forest North","White Spruce",2090,2090,108570
"1831","SRES B1","Northwest Interior Forest North","White Spruce",2091,2090,109360
"1832","SRES B1","Northwest Interior Forest North","White Spruce",2092,2090,110045
"1833","SRES B1","Northwest Interior Forest North","White Spruce",2093,2090,109023
"1834","SRES B1","Northwest Interior Forest North","White Spruce",2094,2090,108590
"1835","SRES B1","Northwest Interior Forest North","White Spruce",2095,2090,109560
"1836","SRES B1","Northwest Interior Forest North","White Spruce",2096,2090,109636
"1837","SRES B1","Northwest Interior Forest North","White Spruce",2097,2090,108849
"1838","SRES B1","Northwest Interior Forest North","White Spruce",2098,2090,109868
"1839","SRES B1","Northwest Interior Forest North","White Spruce",2099,2090,109223
"1840","SRES B1","Northwest Interior Forest North","White Spruce",2100,2100,109345
"1841","SRES B1","Northwest Interior Forest South","Black Spruce",2009,2000,31761
"1842","SRES B1","Northwest Interior Forest South","Black Spruce",2010,2010,31863
"1843","SRES B1","Northwest Interior Forest South","Black Spruce",2011,2010,31936
"1844","SRES B1","Northwest Interior Forest South","Black Spruce",2012,2010,32051
"1845","SRES B1","Northwest Interior Forest South","Black Spruce",2013,2010,32124
"1846","SRES B1","Northwest Interior Forest South","Black Spruce",2014,2010,32235
"1847","SRES B1","Northwest Interior Forest South","Black Spruce",2015,2010,32300
"1848","SRES B1","Northwest Interior Forest South","Black Spruce",2016,2010,32120
"1849","SRES B1","Northwest Interior Forest South","Black Spruce",2017,2010,32026
