"","Arctic_SRES B1","Arctic_SRES A1B","Arctic_SRES A2","North Pacific_SRES B1","North Pacific_SRES A1B","North Pacific_SRES A2","Northwest Interior Forest North_SRES B1","Northwest Interior Forest North_SRES A1B","Northwest Interior Forest North_SRES A2","Northwest Interior Forest South_SRES B1","Northwest Interior Forest South_SRES A1B","Northwest Interior Forest South_SRES A2","Western Alaska_SRES B1","Western Alaska_SRES A1B","Western Alaska_SRES A2","Alaska_SRES B1","Alaska_SRES A1B","Alaska_SRES A2"
"1",-0.553801074393619,-0.640332301677798,-0.647816166883963,-0.0391923990498811,-0.199524940617577,-0.136579572446556,-0.149345102505695,-0.302519076448113,-0.273843289711438,-0.134668051751818,-0.43741935483871,-0.343206068427182,-0.335486084482028,-0.453038562487381,-0.429670462805912,-0.21210704165762,-0.379666583173304,-0.341271963543582
"5",-0.248076474702728,-0.371794871794872,-0.464606413994169,-0.0379310344827585,-0.187931034482759,-0.144827586206897,-0.18627093385579,-0.324976506212801,-0.304954174408651,-0.121023081721772,-0.417433338531109,-0.338583086439004,-0.305618631732169,-0.403734182128717,-0.40415986949429,-0.207700241690913,-0.366206875301706,-0.344353649955573
"2",5.292,6.25540386803185,6.17777777777778,0.495412844036697,2.55555555555556,1.85185185185185,0.173483314064171,0.291794898544677,0.272355850726288,0.357377416225092,1.1395409494001,0.914668257934584,0.81793725961004,1.07001511917467,1.02059150544808,0.314446910961656,0.516982946257166,0.474389155765691
"3",-0.163321983766681,-0.236324716522098,-0.220680524750262,0,-0.0122349423659468,-0.0160378719330684,-0.680421020517123,-0.679271174811314,-0.664745145631068,-0.440133037694013,-0.455887781469177,-0.442562592047128,0.00386991143856519,0.0410846953937591,0.0434298440979954,-0.202068763576687,-0.256736700208331,-0.243168952754191
"4",0.137868493002355,0.212599916998972,0.205648545003384,0,0,0,0.0337346209816114,0.0381744368779466,0.0188989859080733,0.04727868364232,0.0445205479452053,0.0505735140771637,-0.0373005077600264,-0.0448073949523029,-0.0369318901928974,0.0483959712054287,0.0767412555368872,0.0767920044623414
